smiles,homo,gap,MolMR,LogP
"COC(=O)CNC(=O)c1ccc(cc1)Br	
",-7.2152,5.74189,58.49120000000002,1.3518999999999997
"Cc1csc(n1)N/N=C/c1ccc2c(c1)OCO2	
",-5.51492,3.99115,70.63270000000004,2.626220000000001
"CC(C#Cc1ccccc1)(O)C	
",-6.73114,5.58712,49.61780000000003,1.809
"COC(=O)[C@@]1(O)[C@@H](O)CC[C@H]1C(=O)c1ccccc1	
",-7.40251,5.49995,66.46910000000004,0.5442999999999996
"O=C(c1ccccn1)Nc1n[nH]c(n1)N	
",-6.21537,4.57192,52.985299999999995,0.03419999999999995
"N#CP1OC(=O)c2c(N1C)cccc2	
",-7.13558,4.90582,52.793500000000016,2.0861799999999997
"CCS(=O)(=O)N(S(=O)(=O)CC)S(=O)(=O)CC	
",-8.91734,8.32067,60.22140000000004,-0.6624999999999994
"C=C1CC/C=C\C[C@@H]([C@H](O1)CO[Si](C(C)(C)C)(c1ccccc1)c1ccccc1)O[Si](C(C)(C)C)(c1ccccc1)c1ccccc1	
",-6.38986,5.51289,203.0709999999993,8.147200000000009
"O=C1c2ccccc2[C@@]2(N1c1c3ccccc3ccc1C2=O)O	
",-6.39211,4.1094,85.42680000000004,2.841600000000002
"OC[Si](Cc1cccc(c1)C)(C)C	
",-6.4825,6.3238199999999996,59.45080000000004,2.3166200000000003
"CCC1=C2C(=O)NC(=O)[C@H]2CCO1	
",-6.99011,5.75685,44.52570000000002,0.3434
"FC(C1(SN([C@@H]2[C@H]1[C@H]1CC[C@@H]2C1)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)C(F)(F)F)(F)F	
",-5.86024,5.7020800000000005,93.28300000000006,6.197100000000005
"OC(=O)[C@@H]1C[C@@H](C1)c1ccc(cc1)F	
",-6.98296,6.34033,49.50080000000003,2.403900000000001
"Cc1ccc(cc1)Nc1cccc(c1)C(=O)c1ccccc1	
",-5.69621,3.81527,90.77820000000003,4.9696200000000035
"OC[C@@H]([C@H]([C@@H](N(S(=O)(=O)c1ccc(cc1)C)Cc1ccccc1)C)O)C	
",-6.76545,5.628220000000001,102.06840000000007,2.563720000000001
"Cc1ccc(cc1)[S@]1([O])[N]c2ccccc2[C@H](C1)C(C)(C)C	
",-5.8482400000000005,4.58685,93.02150000000006,5.498420000000005
"Fc1cccc(c1C(=O)N(CP(=O)(C)C)Cc1ccccc1)F	
",-6.95644,5.93313,86.99500000000005,4.187400000000004
"NNC(=O)c1ccc(cc1)N	
",-6.30686,5.37584,42.508,-0.12770000000000026
"ClC1=C(Cl)[C@@H](Cl)C2=C(C(=C1Cl)Cl)C(Cl)(Cl)[C@@H](C2(Cl)Cl)Cl	
",-7.47707,4.52995,92.64599999999997,7.2512
"O=C1/C(=C/c2ccc(cc2)O)/COC/C/1=C\c1ccc(cc1)O	
",-6.23896,3.9430499999999995,87.99360000000003,3.1641000000000017
